query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	taxa
KS-23	94.318	440	25	0	304	743	1	440	0.0	675	ASV1123-Bosea vaviloviae
KS-24	99.785	465	1	0	331	795	1	465	0.0	854	ASV468-Cupriavidus plantarum
KS-24	99.57	465	2	0	331	795	1	465	0.0	848	ASV465-Cupriavidus plantarum
KS-24	99.57	465	2	0	331	795	1	465	0.0	848	ASV421-Cupriavidus metallidurans
KS-24	99.57	465	2	0	331	795	1	465	0.0	848	ASV292-Cupriavidus plantarum
KS-24	99.57	465	2	0	331	795	1	465	0.0	848	ASV285-Cupriavidus plantarum
KS-25	99.773	440	1	0	298	737	1	440	0.0	808	ASV31-Sphingobium czechense
KS-25	99.545	440	2	0	298	737	1	440	0.0	802	ASV43-Sphingobium czechense
KS-25	99.545	440	2	0	298	737	1	440	0.0	802	ASV25-Sphingobium czechense
KS-25	99.545	440	2	0	298	737	1	440	0.0	802	ASV19-Sphingobium czechense
KS-25	99.545	440	2	0	298	737	1	440	0.0	802	ASV15-Sphingobium czechense
KS-26	99.785	465	1	0	330	794	1	465	0.0	854	ASV421-Cupriavidus metallidurans
KS-26	99.57	465	2	0	330	794	1	465	0.0	848	ASV526-Cupriavidus metallidurans
KS-26	99.57	465	2	0	330	794	1	465	0.0	848	ASV491-Cupriavidus metallidurans
KS-26	99.57	465	2	0	330	794	1	465	0.0	848	ASV468-Cupriavidus plantarum
KS-26	99.57	465	2	0	330	794	1	465	0.0	848	ASV343-Cupriavidus metallidurans
KS-27	99.32	441	3	0	304	744	2	442	0.0	798	ASV1405-Bosea vaviloviae
KS-27	99.318	440	3	0	304	743	2	441	0.0	797	ASV1508-Bosea vaviloviae
KS-27	99.318	440	3	0	304	743	2	441	0.0	797	ASV1349-Bosea vaviloviae
KS-27	99.318	440	3	0	304	743	1	440	0.0	797	ASV1179-Bosea vaviloviae
KS-27	99.318	440	3	0	304	743	1	440	0.0	797	ASV1123-Bosea vaviloviae
KS-29	99.32	441	3	0	302	742	2	442	0.0	798	ASV1405-Bosea vaviloviae
KS-29	99.318	440	3	0	302	741	2	441	0.0	797	ASV1508-Bosea vaviloviae
KS-29	99.318	440	3	0	302	741	2	441	0.0	797	ASV1349-Bosea vaviloviae
KS-29	99.318	440	3	0	302	741	1	440	0.0	797	ASV1179-Bosea vaviloviae
KS-29	99.318	440	3	0	302	741	1	440	0.0	797	ASV1123-Bosea vaviloviae
KS-30	99.143	467	4	0	326	792	3	469	0.0	841	ASV1670-Achromobacter xylosoxidans
KS-30	98.495	465	7	0	328	792	1	465	0.0	821	ASV1700-Achromobacter deleyi
KS-30	98.065	465	9	0	328	792	1	465	0.0	809	ASV1754-Achromobacter mucicolens
KS-30	90.343	466	43	2	328	792	1	465	1.67e-175	610	ASV494-Herbaspirillum seropedicae
KS-30	90.15	467	42	4	328	792	1	465	7.75e-174	604	ASV630-Herminiimonas contaminans
KS-32	99.785	465	1	0	318	782	1	465	0.0	854	ASV468-Cupriavidus plantarum
KS-32	99.57	465	2	0	318	782	1	465	0.0	848	ASV465-Cupriavidus plantarum
KS-32	99.57	465	2	0	318	782	1	465	0.0	848	ASV421-Cupriavidus metallidurans
KS-32	99.57	465	2	0	318	782	1	465	0.0	848	ASV292-Cupriavidus plantarum
KS-32	99.57	465	2	0	318	782	1	465	0.0	848	ASV285-Cupriavidus plantarum
KS-33	99.14	465	4	0	327	791	1	465	0.0	837	ASV1700-Achromobacter deleyi
KS-33	98.501	467	7	0	325	791	3	469	0.0	824	ASV1670-Achromobacter xylosoxidans
KS-33	98.28	465	8	0	327	791	1	465	0.0	815	ASV1754-Achromobacter mucicolens
KS-33	90.578	467	40	4	327	791	1	465	3.6200000000000003e-177	616	ASV494-Herbaspirillum seropedicae
KS-33	90.364	467	41	4	327	791	1	465	1.69e-175	610	ASV577-Herbaspirillum seropedicae
KS-34	99.785	465	1	0	331	795	1	465	0.0	854	ASV468-Cupriavidus plantarum
KS-34	99.57	465	2	0	331	795	1	465	0.0	848	ASV465-Cupriavidus plantarum
KS-34	99.57	465	2	0	331	795	1	465	0.0	848	ASV421-Cupriavidus metallidurans
KS-34	99.57	465	2	0	331	795	1	465	0.0	848	ASV292-Cupriavidus plantarum
KS-34	99.57	465	2	0	331	795	1	465	0.0	848	ASV285-Cupriavidus plantarum
KS-35	99.773	440	1	0	302	741	1	440	0.0	808	ASV31-Sphingobium czechense
KS-35	99.545	440	2	0	302	741	1	440	0.0	802	ASV43-Sphingobium czechense
KS-35	99.545	440	2	0	302	741	1	440	0.0	802	ASV25-Sphingobium czechense
KS-35	99.545	440	2	0	302	741	1	440	0.0	802	ASV19-Sphingobium czechense
KS-35	99.545	440	2	0	302	741	1	440	0.0	802	ASV15-Sphingobium czechense
KS-36	99.355	465	3	0	328	792	1	465	0.0	843	ASV1700-Achromobacter deleyi
KS-36	98.065	465	9	0	328	792	1	465	0.0	809	ASV1754-Achromobacter mucicolens
KS-36	97.859	467	10	0	326	792	3	469	0.0	808	ASV1670-Achromobacter xylosoxidans
KS-36	90.792	467	39	4	328	792	1	465	7.76e-179	621	ASV494-Herbaspirillum seropedicae
KS-36	90.578	467	40	4	328	792	1	465	3.6100000000000003e-177	616	ASV577-Herbaspirillum seropedicae
