query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	taxa
Kasper_KS-20-2	97.719	1140	25	1	22	1160	1	1140	0.0	1978.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium paulinellae
Kasper_KS-21-1	98.812	1263	10	5	22	1279	1	1263	0.0	2263.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum,s:Ochrobactrum intermedium
Kasper_KS-21-2	98.396	1309	13	8	25	1326	1	1308	0.0	2316.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum,s:Ochrobactrum intermedium
Kasper_KS-22-1	98.326	717	12	0	23	739	1	717	0.0	1267.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-22-2	97.778	1305	24	5	25	1324	1	1305	0.0	2270.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-23-2	99.005	1307	6	7	23	1322	1	1307	0.0	2346.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium,s:Methylobacterium oryzae
Kasper_KS-24-1	98.541	1302	17	2	24	1323	1	1302	0.0	2316.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-25-1	97.995	1247	23	2	17	1261	1	1247	0.0	2178.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium paulinellae
Kasper_KS-25-2	98.243	1252	19	3	20	1268	1	1252	0.0	2194.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium paulinellae
Kasper_KS-26-1	98.541	1302	17	2	23	1322	1	1302	0.0	2311.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-26-2	98.876	1246	9	5	21	1261	1	1246	0.0	2224.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-27-1	99.424	1215	6	1	23	1236	1	1215	0.0	2207.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bosea_f,g:Bosea,s:Bosea thiooxidans
Kasper_KS-27-2	98.968	1260	9	4	23	1278	1	1260	0.0	2259.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bosea_f,g:Bosea,s:Bosea thiooxidans
Kasper_KS-28-2	88.647	414	42	5	9	421	6	415	1.68e-159	562.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter insolitus
Kasper_KS-29-1	98.892	1264	11	3	21	1281	1	1264	0.0	2265.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bosea_f,g:Bosea,s:Bosea thiooxidans
Kasper_KS-29-2	97.939	1310	17	10	25	1324	1	1310	0.0	2281.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bosea_f,g:Bosea,s:Bosea thiooxidans
Kasper_KS-30-1	99.07	1290	8	4	21	1306	1	1290	0.0	2324.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter xylosoxidans
Kasper_KS-30-2	98.906	1280	10	4	15	1290	1	1280	0.0	2298.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter xylosoxidans
Kasper_KS-32-1	99.232	1302	9	1	11	1311	1	1302	0.0	2350.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-32-2	98.618	1302	15	3	16	1314	1	1302	0.0	2314.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-33-1	98.183	1321	11	13	20	1327	1	1321	0.0	2313.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter insolitus
Kasper_KS-34-1	99.092	1321	11	1	24	1343	1	1321	0.0	2377.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-34-2	98.331	1318	15	7	20	1330	1	1318	0.0	2318.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Ralstonia_f,g:Cupriavidus,s:Cupriavidus plantarum
Kasper_KS-35-1	98.189	1270	21	2	21	1288	1	1270	0.0	2228.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium paulinellae
Kasper_KS-35-2	98.121	1277	21	3	22	1295	1	1277	0.0	2233.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium paulinellae
Kasper_KS-36-1	99.461	1298	3	4	21	1314	1	1298	0.0	2361.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter piechaudii
Kasper_KS-36-2	99.223	1287	8	2	20	1304	1	1287	0.0	2333.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter piechaudii
ST-10	99.318	440	2	1	3	442	283	721	0.0	795.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium yanoikuyae
ST-A1	99.545	440	2	0	4	443	281	720	0.0	802.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum,s:Ochrobactrum intermedium
ST-A29	99.548	442	2	0	2	443	314	755	0.0	806.0	tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria_c,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium hydrocarbonoxydans
ST-A35	98.485	462	7	0	2	463	315	776	0.0	815.0	tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas indica
ST-B1	99.544	439	2	0	4	442	281	719	0.0	800.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum,s:Ochrobactrum intermedium
ST-B11	99.552	446	2	0	2	447	314	759	0.0	813.0	tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria_c,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium hydrocarbonoxydans
ST-B3	99.138	464	4	0	5	468	315	778	0.0	837.0	tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas japonensis
ST-B5	99.544	439	2	0	4	442	281	719	0.0	800.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum,s:Ochrobactrum intermedium
ST-B7	99.55	444	2	0	2	445	314	757	0.0	809.0	tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria_c,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium hydrocarbonoxydans
ST-C7	99.323	443	2	1	2	444	314	755	0.0	802.0	tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria_c,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium hydrocarbonoxydans
ST-D1_1	99.571	466	2	0	4	469	317	782	0.0	850.0	tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas,s:PEJT_s
ST-D1_7	99.544	439	2	0	2	440	281	719	0.0	800.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum,s:Ochrobactrum intermedium
Takasu_ST-127	99.571	466	2	0	3	468	309	774	0.0	850.0	tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:PDJN_s
Takasu_ST-3	99.566	461	2	0	7	467	309	769	0.0	841.0	tax=d:Bacteria,p:Bacteroidetes,c:Flavobacteria,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,s:Chryseobacterium cucumeris
Takasu_ST-7	98.265	461	8	0	2	462	314	774	0.0	811.0	tax=d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Chitinophaga,s:Chitinophaga eiseniae
Takasu_ST-71	97.863	468	8	1	4	471	315	780	0.0	809.0	tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas indica
Takasu_ST-83	99.56	455	1	1	16	470	321	774	0.0	828.0	tax=d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter xylosoxidans
Takasu_ST-B8-2	97.859	467	8	2	4	470	315	779	0.0	809.0	tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas indica
Takasu_ST-C1	98.416	442	6	1	2	443	281	721	0.0	785.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum,s:Ochrobactrum intermedium
Takasu_ST-C2	98.929	467	4	1	4	470	317	782	0.0	839.0	tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas,s:PEJT_s
Takasu_ST-C4	98.661	448	4	1	4	451	310	755	0.0	795.0	tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria_c,o:Micrococcales,f:Micrococcaceae,g:Paenarthrobacter,s:Paenarthrobacter nitroguajacolicus
Takasu_ST-C5	99.089	439	2	2	2	440	283	719	0.0	787.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium yanoikuyae
Takasu_ST-C9-1	98.871	443	3	2	2	444	281	721	0.0	789.0	tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum,s:Ochrobactrum intermedium
